,Unnamed: 0,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
431,431,Vampire Princess Rising,Jami Brumfield,235.0,35.0,4.31,326,2014.0,True,"['Paranormal Vampires', 'Paranormal Witches', 'Paranormal Angels', 'Shapeshifters Werewolves', 'Fantasy Paranormal', 'Fantasy Magic', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Paranormal Shapeshifters', 'Paranormal Demons']",0,,https://www.goodreads.com//book/show/22090082-vampire-princess-rising
432,432,For the Love of Armin,Michael G. Kramer,1488.0,29.0,4.32,325,2017.0,False,"['Fiction', 'Adventure', 'Novels', 'Historical Historical Fiction', 'New Adult', 'Adult', 'Young Adult', 'Historical', 'Romance Love Story', 'Romance']",0,,https://www.goodreads.com//book/show/35642518-for-the-love-of-armin
433,433,The Gathering,Kelley Armstrong,62584.0,3398.0,4.0,359,2011.0,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy Supernatural', 'Fiction', 'Paranormal Shapeshifters', 'Romance Paranormal Romance', 'Shapeshifters Werewolves']",2,Canada,https://www.goodreads.com//book/show/7896345-the-gathering
434,434,On the Island,Tracey Garvis Graves,77080.0,9236.0,4.12,368,2012.0,True,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'Fiction', 'Womens Fiction Chick Lit', 'New Adult', 'Adult', 'Adventure Survival', 'Adventure', 'Young Adult']",0,United States,https://www.goodreads.com//book/show/15505346-on-the-island
435,435,Song of the Sparrow,Lisa Ann Sandell,9718.0,982.0,4.07,394,2007.0,False,"['Historical Historical Fiction', 'Young Adult', 'Fantasy', 'Poetry', 'Romance', 'Historical', 'Fiction', 'Mythology Arthurian', 'Retellings', 'Fantasy Mythology']",2,,https://www.goodreads.com//book/show/566825.Song_of_the_Sparrow
436,436,The Thief,Megan Whalen Turner,74948.0,8134.0,3.86,280,2005.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Historical Fiction', 'Young Adult Young Adult Fantasy', 'Fantasy High Fantasy', 'Fantasy Mythology', 'Childrens Middle Grade', 'Childrens']",3,,https://www.goodreads.com//book/show/448873.The_Thief
437,437,Poison Princess,Kresley Cole,40330.0,4320.0,4.11,369,2014.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Science Fiction Dystopia', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Apocalyptic Post Apocalyptic', 'Fantasy Magic', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/20759393-poison-princess
438,438,"Bone, Vol, 1: Out from Boneville",Jeff Smith,79471.0,2332.0,4.18,138,2005.0,True,"['Sequential Art Graphic Novels', 'Sequential Art Comics', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult', 'Humor', 'Graphic Novels Comics', 'Childrens Middle Grade', 'Childrens']",1,,https://www.goodreads.com//book/show/106134.Bone_Vol_1
439,439,The Ocean at the End of the Lane,Neil Gaiman,505627.0,49453.0,4.0,181,2013.0,False,"['Fantasy', 'Fiction', 'Magical Realism', 'Horror', 'Audiobook', 'Young Adult', 'Adult', 'Science Fiction Fantasy', 'Adult Fiction', 'Fantasy Paranormal']",8,,https://www.goodreads.com//book/show/15783514-the-ocean-at-the-end-of-the-lane
440,440,The True Confessions of Charlotte Doyle,Avi,80997.0,3371.0,3.83,278,2003.0,False,"['Historical Historical Fiction', 'Young Adult', 'Fiction', 'Adventure', 'Historical', 'Childrens', 'Childrens Middle Grade', 'Classics', 'Academic School', 'Academic Read For School']",8,United States,https://www.goodreads.com//book/show/310146.The_True_Confessions_of_Charlotte_Doyle
441,441,The Bone Church,Victoria Dougherty,538.0,110.0,3.77,308,2014.0,False,"['Historical Historical Fiction', 'Thriller', 'Fiction', 'Suspense', 'Spy Thriller Espionage', 'Historical', 'Mystery', 'War World War II', 'Action', 'Business Amazon']",0,Czech Republic,https://www.goodreads.com//book/show/21457935-the-bone-church
442,442,Van Laven Chronicles: Throne of Novoxos,Tyler Chase,3105.0,131.0,3.52,437,,True,"['Science Fiction', 'Fantasy', 'Romance']",0,,https://www.goodreads.com//book/show/23258641-van-laven-chronicles
443,443,Some Girls Bite,Chloe Neill,60854.0,3551.0,3.98,341,2009.0,True,"['Fantasy Urban Fantasy', 'Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Adult', 'Fantasy Magic', 'Fantasy Supernatural', 'Fiction']",1,United States,https://www.goodreads.com//book/show/4447622-some-girls-bite
444,444,The Guardian of Secrets and Her Deathly Pact,Jana Petken,1329.0,184.0,4.19,714,2013.0,False,"['Historical Historical Fiction', 'War', 'Adventure', 'Drama', 'Epic', 'Fiction', 'Historical', 'Romance', 'Cultural Spain', 'Business Amazon']",0,,https://www.goodreads.com//book/show/18501652-the-guardian-of-secrets-and-her-deathly-pact
445,445,The False Prince,Jennifer A. Nielsen,82640.0,9490.0,4.18,342,2012.0,True,"['Fantasy', 'Young Adult', 'Childrens Middle Grade', 'Adventure', 'Fiction', 'Young Adult Young Adult Fantasy', 'Childrens', 'Mystery', 'Audiobook', 'Historical Historical Fiction']",11,,https://www.goodreads.com//book/show/12432220-the-false-prince
446,446,Keys to the Demon Prison,Brandon Mull,72433.0,3470.0,4.44,593,2010.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Fantasy Magic', 'Childrens', 'Fantasy Dragons', 'Young Adult Young Adult Fantasy', 'Childrens Juvenile']",1,,https://www.goodreads.com//book/show/7243142-keys-to-the-demon-prison
447,447,All of Me,Kelly Moran,451.0,86.0,3.92,304,2015.0,True,"['Romance', 'Romance Contemporary Romance', 'Contemporary', 'Adult', 'Family', 'Fiction', 'Womens Fiction Chick Lit']",0,,https://www.goodreads.com//book/show/24611955-all-of-me
448,448,Things Not Seen,Andrew Clements,25023.0,1960.0,3.89,256,2004.0,True,"['Young Adult', 'Science Fiction', 'Fiction', 'Fantasy', 'Childrens Middle Grade', 'Childrens', 'Mystery', 'Young Adult Teen', 'Realistic Fiction', 'Romance']",3,,https://www.goodreads.com//book/show/542752.Things_Not_Seen
449,449,Homecoming,Tonya Hurley,8374.0,367.0,3.45,285,2009.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Ghosts', 'Romance', 'Fiction', 'Fantasy Supernatural', 'Horror', 'Humor', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/5633958-homecoming
450,450,The Amazing Adventures of Kavalier & Clay,Michael Chabon,187493.0,11128.0,4.18,639,2001.0,False,"['Fiction', 'Historical Historical Fiction', 'Novels', 'Literature', 'Historical', 'Literary Fiction', 'Contemporary', 'Sequential Art Comics', 'Literature Jewish', 'New York']",9,United States,https://www.goodreads.com//book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
451,451,Bill of Human Wrongs,C. Michaels,68.0,12.0,4.41,492,2012.0,False,"['Fiction', 'Thriller Mystery Thriller', 'Politics', 'Thriller']",0,,https://www.goodreads.com//book/show/16083873-bill-of-human-wrongs
452,452,Hyperion,Dan Simmons,198935.0,8723.0,4.23,482,1990.0,True,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction Time Travel', 'Horror', 'Space', 'Novels']",12,,https://www.goodreads.com//book/show/77566.Hyperion
453,453,On Dublin Street,Samantha Young,173698.0,9344.0,4.2,372,2012.0,True,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Adult', 'Adult Fiction Erotica', 'Fiction', 'Womens Fiction Chick Lit', 'Romance Erotic Romance', 'Adult Fiction']",1,,https://www.goodreads.com//book/show/15760001-on-dublin-street
454,454,Blood Bound,Patricia Briggs,115204.0,4128.0,4.3,292,2007.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fiction', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/285205.Blood_Bound
455,455,The 231 Club: My Ten Year Journey From Therapist to CIA Courier and Sanctioned Kills - A True Story,J. Bartell,742.0,63.0,3.63,322,2015.0,False,"['Nonfiction', 'History', 'Autobiography Memoir', 'Spy Thriller Espionage', 'Biography', 'Politics', 'Thriller', 'Biography Memoir']",0,,https://www.goodreads.com//book/show/28219648-the-231-club
456,456,Carpe Corpus,Rachel Caine,47485.0,1027.0,4.2,241,2009.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Urban Fantasy', 'Romance', 'Fantasy Supernatural', 'Fiction', 'Romance Paranormal Romance', 'Young Adult Teen']",0,United States,https://www.goodreads.com//book/show/5212771-carpe-corpus
457,457,The Heir,Kiera Cass,233587.0,18909.0,3.75,342,2015.0,True,"['Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Young Adult Young Adult Fantasy']",1,,https://www.goodreads.com//book/show/22918050-the-heir
458,458,A Hunger Like No Other,Kresley Cole,71546.0,3523.0,4.14,360,2006.0,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Paranormal Vampires', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Shapeshifters Werewolves', 'Paranormal Shapeshifters', 'Fantasy Supernatural']",3,France,https://www.goodreads.com//book/show/14384.A_Hunger_Like_No_Other
459,459,Magic Study,Maria V. Snyder,75510.0,4851.0,4.02,392,2006.0,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Romance', 'Fiction', 'Adventure', 'Fantasy High Fantasy', 'Fantasy Paranormal', 'Young Adult Young Adult Fantasy', 'Adult']",1,,https://www.goodreads.com//book/show/46202.Magic_Study
460,460,The Kill Order,James Dashner,172604.0,10002.0,3.71,327,2012.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Adventure', 'Audiobook', 'Young Adult Teen', 'Action']",0,United States,https://www.goodreads.com//book/show/13089710-the-kill-order
461,461,...And the Stars Will Sing,Michelle Browne,110.0,32.0,3.67,76,2012.0,False,"['Science Fiction', 'Short Stories', 'Space', 'Adult', 'Fantasy']",0,,https://www.goodreads.com//book/show/15985583-and-the-stars-will-sing
462,462,A Mango-Shaped Space,Wendy Mass,29484.0,2895.0,4.22,221,2005.0,False,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Childrens Middle Grade', 'Contemporary', 'Childrens', 'Young Adult Coming Of Age', 'Young Adult Teen', 'Animals', 'Academic School']",1,United States,https://www.goodreads.com//book/show/171020.A_Mango_Shaped_Space
463,463,Covet,J.R. Ward,48361.0,2786.0,3.9,474,2009.0,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Paranormal Angels', 'Fantasy', 'Fantasy Urban Fantasy', 'Paranormal Demons', 'Adult', 'Fiction', 'Fantasy Supernatural']",1,United States,https://www.goodreads.com//book/show/6289920-covet
464,464,The Way of Kings,Brandon Sanderson,334556.0,22174.0,4.61,1007,2010.0,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'Epic', 'Fantasy Magic', 'Adventure']",4,,https://www.goodreads.com//book/show/7235533-the-way-of-kings
465,465,Ana Rocha: Shadows of Justice,Ammar Habib,5309.0,642.0,4.23,218,2018.0,False,"['Thriller', 'Mystery Crime', 'Action', 'Emergency Services Police', 'Fiction', 'Mystery']",0,United States,https://www.goodreads.com//book/show/38726615-ana-rocha
466,466,Mistress Suffragette,Diana   Forbes,10145.0,98.0,4.32,333,2017.0,False,"['Fiction', 'Novels', 'Historical Historical Fiction', 'Drama', 'Contemporary', 'New Adult', 'Historical', 'Adult', 'Romance', 'Young Adult']",0,,https://www.goodreads.com//book/show/34521870-mistress-suffragette
467,467,Demonglass,Rachel Hawkins,91797.0,4840.0,4.08,359,2011.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Magic', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Supernatural', 'Paranormal Demons', 'Fantasy Urban Fantasy']",1,United States,https://www.goodreads.com//book/show/8428064-demonglass
468,468,Adhaata Asao's Liege,Afroz  Alam,128.0,87.0,4.66,174,2020.0,False,['Fantasy'],0,,https://www.goodreads.com//book/show/51476294-adhaata-asao-s-liege
469,469,Remember Me?,Sophie Kinsella,226585.0,8021.0,3.79,352,2008.0,False,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Humor', 'Romance Contemporary Romance', 'Adult Fiction', 'Audiobook', 'European Literature British Literature']",0,United Kingdom,https://www.goodreads.com//book/show/1358844.Remember_Me_
470,470,Twelfth Grade Kills,Heather Brewer,15830.0,741.0,4.33,325,2010.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fiction', 'Fantasy Supernatural', 'Horror', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Romance']",1,,https://www.goodreads.com//book/show/7818881-twelfth-grade-kills
471,471,Fire Study,Maria V. Snyder,60210.0,3925.0,3.91,441,2008.0,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Romance', 'Fiction', 'Adventure', 'Fantasy High Fantasy', 'Fantasy Paranormal', 'Young Adult Young Adult Fantasy', 'Adult']",0,,https://www.goodreads.com//book/show/1966969.Fire_Study
472,472,Faefever,Karen Marie Moning,94615.0,4769.0,4.3,327,2008.0,True,"['Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Fantasy', 'Fairies Fae', 'Romance Paranormal Romance', 'Romance', 'Adult', 'Fantasy Magic', 'Paranormal Fairies', 'Fantasy Supernatural']",0,Ireland,https://www.goodreads.com//book/show/2702704-faefever
473,473,The Undomestic Goddess,Sophie Kinsella,265844.0,8487.0,3.84,404,2006.0,False,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Romance Contemporary Romance', 'Adult Fiction', 'Audiobook', 'Humor Comedy']",0,,https://www.goodreads.com//book/show/33722.The_Undomestic_Goddess
474,474,My Soul to Take,Rachel Vincent,42187.0,2683.0,3.87,279,2009.0,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Mystery', 'Fiction', 'Paranormal Ghosts']",0,United States,https://www.goodreads.com//book/show/6315602-my-soul-to-take
475,475,The Darkest Night,Gena Showalter,79217.0,3504.0,4.06,379,2008.0,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Fantasy', 'Paranormal Demons', 'Adult', 'Fantasy Urban Fantasy', 'Fantasy Mythology', 'Fantasy Supernatural', 'Fiction']",1,Hungary,https://www.goodreads.com//book/show/476543.The_Darkest_Night
476,476,The Changeling,Christopher  Shields,337.0,28.0,4.13,300,2012.0,True,"['Fantasy', 'Fairies Fae', 'Fantasy Urban Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Paranormal Fairies', 'Fantasy Magic', 'Action', 'Romance', 'Suspense']",0,,https://www.goodreads.com//book/show/16162553-the-changeling
477,477,The Light of Cabo Rojo,Austin Star,135.0,37.0,4.63,134,2019.0,False,['Horror'],0,,https://www.goodreads.com//book/show/43487599-the-light-of-cabo-rojo
478,478,Lola and the Boy Next Door,Stephanie Perkins,152551.0,14583.0,3.94,338,2011.0,True,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Fiction', 'Realistic Fiction', 'Young Adult Young Adult Contemporary', 'Young Adult Young Adult Romance', 'Romance Contemporary Romance', 'Young Adult Teen']",2,United States,https://www.goodreads.com//book/show/9961796-lola-and-the-boy-next-door
479,479,Witch & Wizard,James Patterson,53733.0,4742.0,3.56,314,2009.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Paranormal Witches', 'Adventure', 'Fantasy Supernatural', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/6387565-witch-wizard
480,480,Brainwalker,Robyn Mundell,21693.0,245.0,4.36,0,2016.0,False,"['Fantasy', 'Young Adult', 'Childrens', 'Childrens Middle Grade', 'Adventure', 'Science Fiction Fantasy', 'Young Adult Young Adult Fantasy', 'Fiction', 'Drama', 'New Adult']",0,,https://www.goodreads.com//book/show/30346601-brainwalker
481,481,The Rise of Nine,Pittacus Lore,98953.0,4726.0,4.18,372,2012.0,True,"['Young Adult', 'Fantasy', 'Science Fiction', 'Science Fiction Aliens', 'Fiction', 'Adventure', 'Fantasy Paranormal', 'Romance', 'Action', 'Young Adult Teen']",1,,https://www.goodreads.com//book/show/12971616-the-rise-of-nine
482,482,Point of Retreat,Colleen Hoover,144051.0,8936.0,4.27,230,2012.0,True,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Romance Contemporary Romance', 'Fiction', 'Womens Fiction Chick Lit', 'Academic College', 'Love', 'Drama']",0,United States,https://www.goodreads.com//book/show/13496084-point-of-retreat
483,483,Rendezvous with Rama,Arthur C. Clarke,139119.0,4224.0,4.1,243,2000.0,True,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Science Fiction Aliens', 'Hugo Awards', 'Novels', 'Audiobook', 'Fantasy']",9,,https://www.goodreads.com//book/show/112537.Rendezvous_with_Rama
484,484,Prince of Wolves,Quinn Loftis,36993.0,2775.0,4.03,230,2011.0,True,"['Fantasy Paranormal', 'Young Adult', 'Shapeshifters Werewolves', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fantasy Supernatural', 'Animals Wolves', 'Fantasy Urban Fantasy']",0,United States,https://www.goodreads.com//book/show/11947156-prince-of-wolves
485,485,A Breath of Snow and Ashes,Diana Gabaldon,147261.0,5666.0,4.42,993,2006.0,True,"['Historical Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Science Fiction Time Travel', 'Historical', 'Romance Historical Romance', 'Audiobook', 'Adult', 'Adventure']",3,United States,https://www.goodreads.com//book/show/10965.A_Breath_of_Snow_and_Ashes
486,486,The Wee Free Men,Terry Pratchett,99789.0,4454.0,4.25,375,2004.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Humor', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Humor Comedy', 'Science Fiction Fantasy', 'Fantasy Magic']",8,,https://www.goodreads.com//book/show/34494.The_Wee_Free_Men
487,487,Gabriel's Rapture,Sylvain Reynard,109968.0,3809.0,4.22,386,2012.0,True,"['Romance', 'Romance Contemporary Romance', 'Adult Fiction Erotica', 'Contemporary', 'Adult', 'New Adult', 'Academic College', 'Romance Erotic Romance', 'Fiction', 'Womens Fiction Chick Lit']",1,Italy,https://www.goodreads.com//book/show/13639050-gabriel-s-rapture
488,488,Kira-Kira,Cynthia Kadohata,23574.0,2774.0,3.93,272,2006.0,False,"['Young Adult', 'Historical Historical Fiction', 'Fiction', 'Childrens Middle Grade', 'Realistic Fiction', 'Childrens', 'Historical', 'Family', 'Cultural', 'Childrens Juvenile']",3,United States,https://www.goodreads.com//book/show/89731.Kira_Kira
489,489,Old Man's War,John Scalzi,171891.0,9870.0,4.2,332,2007.0,True,"['Science Fiction', 'Fiction', 'Space Space Opera', 'War Military Fiction', 'Science Fiction Fantasy', 'War', 'Space', 'Audiobook', 'Fantasy', 'Adventure']",3,,https://www.goodreads.com//book/show/36510196-old-man-s-war
490,490,At Grave's End,Jeaniene Frost,84163.0,2795.0,4.29,342,2009.0,True,"['Paranormal Vampires', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Fantasy Supernatural', 'Fiction', 'Fantasy Magic']",0,United States,https://www.goodreads.com//book/show/3570231-at-grave-s-end
491,491,Neuromancer,William Gibson,272622.0,10132.0,3.9,271,1984.0,True,"['Science Fiction', 'Fiction', 'Science Fiction Cyberpunk', 'Classics', 'Science Fiction Fantasy', 'Science Fiction Dystopia', 'Fantasy', 'Novels', 'Speculative Fiction', 'Audiobook']",13,Japan,https://www.goodreads.com//book/show/22328.Neuromancer
492,492,Elantris,Brandon Sanderson,191104.0,11738.0,4.17,638,2006.0,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Adult', 'Audiobook', 'Fantasy Magic', 'Science Fiction Fantasy', 'Romance', 'Young Adult']",0,,https://www.goodreads.com//book/show/68427.Elantris
493,493,City of Thieves,David Benioff,125786.0,11745.0,4.26,258,2008.0,False,"['Historical Historical Fiction', 'Fiction', 'War', 'Cultural Russia', 'Historical', 'War World War II', 'Audiobook', 'Adventure', 'Adult', 'Book Club']",2,Russian Federation,https://www.goodreads.com//book/show/1971304.City_of_Thieves
494,494,Hallowed,Cynthia Hand,75598.0,4268.0,4.08,403,2012.0,True,"['Young Adult', 'Paranormal Angels', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction', 'Young Adult Young Adult Fantasy']",1,United States,https://www.goodreads.com//book/show/11563110-hallowed
495,495,Love Unscripted,Tina Reber,67319.0,3476.0,4.02,668,2010.0,True,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'New Adult', 'Adult', 'Womens Fiction Chick Lit', 'Love', 'Adult Fiction Erotica', 'Fiction', 'Young Adult']",0,United States,https://www.goodreads.com//book/show/8204005-love-unscripted
496,496,Embrace,Cherie Colyer,335.0,116.0,3.9,190,2011.0,True,"['Young Adult', 'Fantasy', 'Romance Paranormal Romance', 'Paranormal Witches', 'Fantasy Magic', 'Fantasy Paranormal', 'Fantasy Supernatural', 'Mystery', 'Young Adult Young Adult Paranormal', 'Fiction']",0,,https://www.goodreads.com//book/show/12931061-embrace
497,497,The Light Between Oceans,M.L. Stedman,412803.0,35315.0,4.03,362,2012.0,False,"['Fiction', 'Historical Historical Fiction', 'Cultural Australia', 'Historical', 'Book Club', 'Romance', 'Adult Fiction', 'Adult', 'Audiobook', 'Drama']",5,,https://www.goodreads.com//book/show/13158800-the-light-between-oceans
498,498,Fables of the Reconstruction,Jez Jones,140.0,39.0,4.19,54,2015.0,False,"['Horror Zombies', 'Short Stories', 'Fantasy Paranormal', 'Horror', 'Science Fiction Steampunk', 'Adult Fiction Erotica', 'Fantasy']",0,United States,https://www.goodreads.com//book/show/16100516-fables-of-the-reconstruction
499,499,Plague,Michael  Grant,50085.0,2110.0,4.18,494,2011.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Fantasy Paranormal', 'Fantasy Supernatural', 'Romance', 'Adventure']",0,United States,https://www.goodreads.com//book/show/6686101-plague
0,0,Burned,Ellen Hopkins,58384.0,3828.0,4.25,431,2006.0,True,"['Young Adult', 'Poetry', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Sociology Abuse', 'Young Adult Teen', 'Religion', 'Young Adult High School']",0,United States,https://www.goodreads.com//book/show/270807.Burned
1,1,Kafka on the Shore,Haruki Murakami,330576.0,23431.0,4.13,467,2006.0,False,"['Fiction', 'Magical Realism', 'Fantasy', 'Cultural Japan', 'Asian Literature Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Cultural Asia']",9,Japan,https://www.goodreads.com//book/show/4929.Kafka_on_the_Shore
2,2,Night Pleasures,Sherrilyn Kenyon,74029.0,2859.0,4.2,309,2009.0,True,"['Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fantasy', 'Paranormal Vampires', 'Fantasy Urban Fantasy', 'Adult', 'Fantasy Mythology', 'Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/6944032-night-pleasures
3,3,Survivor,Chuck Palahniuk,111185.0,3688.0,3.91,304,2018.0,False,"['Fiction', 'Contemporary', 'Thriller', 'Novels', 'Humor', 'Dark', 'Literature', 'Literature American', 'Adult', 'Audiobook']",1,,https://www.goodreads.com//book/show/36236123-survivor
4,4,The Crown Conspiracy,Michael J. Sullivan,19759.0,1055.0,4.19,296,2008.0,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Adventure', 'Fantasy Magic', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'Young Adult']",0,,https://www.goodreads.com//book/show/4345290-the-crown-conspiracy
5,5,Dorothy Must Die,Danielle  Paige,71729.0,10105.0,3.81,452,2014.0,True,"['Fantasy', 'Young Adult', 'Retellings', 'Fiction', 'Fantasy Magic', 'Fantasy Fairy Tales', 'Adventure', 'Young Adult Young Adult Fantasy', 'Audiobook', 'Young Adult Teen']",1,,https://www.goodreads.com//book/show/18053060-dorothy-must-die
6,6,Forsaken,Jana Oliver,18123.0,1504.0,3.99,422,2011.0,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Paranormal Demons', 'Fantasy Urban Fantasy', 'Paranormal Angels', 'Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Romance Paranormal Romance']",0,United States,https://www.goodreads.com//book/show/8534899-forsaken
7,7,The Foundation Trilogy,Isaac Asimov,91751.0,1607.0,4.41,679,1974.0,True,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Space Opera', 'Literature', 'Novels', 'Speculative Fiction', 'Space']",1,,https://www.goodreads.com//book/show/46654.The_Foundation_Trilogy
8,8,The Beach House,James Patterson,80795.0,2038.0,3.85,356,2003.0,False,"['Mystery', 'Fiction', 'Thriller', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Mystery Murder Mystery', 'Adult', 'Adult Fiction', 'Audiobook']",0,,https://www.goodreads.com//book/show/7510.The_Beach_House
9,9,Cutting for Stone,Abraham   Verghese,345392.0,25914.0,4.29,541,2009.0,False,"['Fiction', 'Historical Historical Fiction', 'Cultural Africa', 'Book Club', 'Health Medicine', 'Eastern Africa Ethiopia', 'Medical', 'Novels', 'Literary Fiction', 'Contemporary']",8,Ethiopia,https://www.goodreads.com//book/show/3591262-cutting-for-stone
10,10,Evertaster,Adam Glendon Sidwell,504.0,132.0,3.89,304,2012.0,True,"['Fantasy', 'Young Adult', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Childrens Juvenile', 'Fiction', 'Childrens Chapter Books', 'Food and Drink Food']",0,,https://www.goodreads.com//book/show/13633002-evertaster
11,11,Slave to Sensation,Nalini Singh,65725.0,4141.0,4.08,334,2006.0,True,"['Romance', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Paranormal Shapeshifters', 'Adult', 'Science Fiction', 'Fiction', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/178476.Slave_to_Sensation
12,12,Days of Blood & Starlight,Laini Taylor,148587.0,13824.0,4.14,517,2012.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Paranormal', 'Paranormal Angels', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Audiobook']",1,Morocco,https://www.goodreads.com//book/show/12812550-days-of-blood-starlight
